,home_team,away_team,H,D,A,game_id
5,Wolves,Crystal Palace,0.951,0.016,0.033,WolvesCrystal Palace
6,Watford,Manchester City,0.016,0.008,0.977,WatfordManchester City
7,Aston Villa,Arsenal,0.053,0.046,0.9009999999999999,Aston VillaArsenal
8,Manchester Utd,West Ham,0.9620000000000001,0.023,0.015,Manchester UtdWest Ham
9,Liverpool,Chelsea,0.602,0.263,0.135,LiverpoolChelsea
0,Everton,Bournemouth,0.765,0.11800000000000001,0.11800000000000001,EvertonBournemouth
1,Arsenal,Watford,0.875,0.059000000000000004,0.066,ArsenalWatford
2,Leicester City,Manchester Utd,0.184,0.353,0.46299999999999997,Leicester CityManchester Utd
3,Manchester City,Norwich City,1.0,0.0,0.0,Manchester CityNorwich City
4,Southampton,Sheffield Utd,0.368,0.36,0.272,SouthamptonSheffield Utd
5,Newcastle Utd,Liverpool,0.028999999999999998,0.051,0.919,Newcastle UtdLiverpool
6,Burnley,Brighton,0.765,0.19899999999999998,0.037000000000000005,BurnleyBrighton
7,Crystal Palace,Tottenham,0.044000000000000004,0.10300000000000001,0.853,Crystal PalaceTottenham
8,Chelsea,Wolves,0.654,0.235,0.11,ChelseaWolves
9,West Ham,Aston Villa,0.544,0.257,0.19899999999999998,West HamAston Villa
