player,team,matchweek,date,start11
Hwang Hee-chan,Wolverhampton Wanderers,25.0,2022-02-13,False
Nick Pope,Burnley,25.0,2022-02-13,True
James Tarkowski,Burnley,25.0,2022-02-13,True
Ben Mee,Burnley,25.0,2022-02-13,True
Josh Brownhill,Burnley,25.0,2022-02-13,True
Wout Weghorst,Burnley,25.0,2022-02-13,True
Connor Roberts,Burnley,25.0,2022-02-13,True
Aaron Lennon,Burnley,25.0,2022-02-13,True
Ashley Westwood,Burnley,25.0,2022-02-13,True
Jay Rodriguez,Burnley,25.0,2022-02-13,True
Maxwel Cornet,Burnley,25.0,2022-02-13,True
Erik Pieters,Burnley,25.0,2022-02-13,True
Wayne Hennessey,Burnley,25.0,2022-02-13,False
Matthew Lowton,Burnley,25.0,2022-02-13,False
Jack Cork,Burnley,25.0,2022-02-13,False
Ashley Barnes,Burnley,25.0,2022-02-13,False
Dwight McNeil,Burnley,25.0,2022-02-13,False
Dale Stephens,Burnley,25.0,2022-02-13,False
Nathan Collins,Burnley,25.0,2022-02-13,False
Phil Bardsley,Burnley,25.0,2022-02-13,False
Kevin Long,Burnley,25.0,2022-02-13,False
Alisson,Liverpool,25.0,2022-02-13,True
Fabinho,Liverpool,25.0,2022-02-13,True
Virgil van Dijk,Liverpool,25.0,2022-02-13,True
Naby Keïta,Liverpool,25.0,2022-02-13,True
Roberto Firmino,Liverpool,25.0,2022-02-13,True
Sadio Mané,Liverpool,25.0,2022-02-13,True
Mohamed Salah,Liverpool,25.0,2022-02-13,True
Jordan Henderson,Liverpool,25.0,2022-02-13,True
Andrew Robertson,Liverpool,25.0,2022-02-13,True
Joël Matip,Liverpool,25.0,2022-02-13,True
Trent Alexander-Arnold,Liverpool,25.0,2022-02-13,True
Caoimhín Kelleher,Liverpool,25.0,2022-02-13,False
Ibrahima Konaté,Liverpool,25.0,2022-02-13,False
Thiago Alcántara,Liverpool,25.0,2022-02-13,False
James Milner,Liverpool,25.0,2022-02-13,False
Alex Oxlade-Chamberlain,Liverpool,25.0,2022-02-13,False
Diogo Jota,Liverpool,25.0,2022-02-13,False
Kostas Tsimikas,Liverpool,25.0,2022-02-13,False
Luis Díaz,Liverpool,25.0,2022-02-13,False
Harvey Elliott,Liverpool,25.0,2022-02-13,False
Martin Dúbravka,Newcastle United,25.0,2022-02-13,True
Fabian Schär,Newcastle United,25.0,2022-02-13,True
Joelinton,Newcastle United,25.0,2022-02-13,True
Jonjo Shelvey,Newcastle United,25.0,2022-02-13,True
Allan Saint-Maximin,Newcastle United,25.0,2022-02-13,True
Kieran Trippier,Newcastle United,25.0,2022-02-13,True
Javier Manquillo,Newcastle United,25.0,2022-02-13,True
Chris Wood,Newcastle United,25.0,2022-02-13,True
Ryan Fraser,Newcastle United,25.0,2022-02-13,True
Joe Willock,Newcastle United,25.0,2022-02-13,True
Dan Burn,Newcastle United,25.0,2022-02-13,True
Karl Darlow,Newcastle United,25.0,2022-02-13,False
Paul Dummett,Newcastle United,25.0,2022-02-13,False
Emil Krafth,Newcastle United,25.0,2022-02-13,False
Jacob Murphy,Newcastle United,25.0,2022-02-13,False
Miguel Almirón,Newcastle United,25.0,2022-02-13,False
Dwight Gayle,Newcastle United,25.0,2022-02-13,False
Sean Longstaff,Newcastle United,25.0,2022-02-13,False
Bruno Guimarães,Newcastle United,25.0,2022-02-13,False
Lucas De Bolle,Newcastle United,25.0,2022-02-13,False
Emiliano Martínez,Aston Villa,25.0,2022-02-13,True
Matty Cash,Aston Villa,25.0,2022-02-13,True
Tyrone Mings,Aston Villa,25.0,2022-02-13,True
Douglas Luiz,Aston Villa,25.0,2022-02-13,True
John McGinn,Aston Villa,25.0,2022-02-13,True
Emi Buendía,Aston Villa,25.0,2022-02-13,True
Ollie Watkins,Aston Villa,25.0,2022-02-13,True
Calum Chambers,Aston Villa,25.0,2022-02-13,True
Philippe Coutinho,Aston Villa,25.0,2022-02-13,True
Lucas Digne,Aston Villa,25.0,2022-02-13,True
Jacob Ramsey,Aston Villa,25.0,2022-02-13,True
Robin Olsen,Aston Villa,25.0,2022-02-13,False
Morgan Sanson,Aston Villa,25.0,2022-02-13,False
Ashley Young,Aston Villa,25.0,2022-02-13,False
Danny Ings,Aston Villa,25.0,2022-02-13,False
Kortney Hause,Aston Villa,25.0,2022-02-13,False
Leon Bailey,Aston Villa,25.0,2022-02-13,False
Carney Chukwuemeka,Aston Villa,25.0,2022-02-13,False
Benjamin Chrisene,Aston Villa,25.0,2022-02-13,False
Tim Iroegbunam,Aston Villa,25.0,2022-02-13,False
Kasper Schmeichel,Leicester City,25.0,2022-02-13,True
James Justin,Leicester City,25.0,2022-02-13,True
Çağlar Söyüncü,Leicester City,25.0,2022-02-13,True
Harvey Barnes,Leicester City,25.0,2022-02-13,True
Youri Tielemans,Leicester City,25.0,2022-02-13,True
James Maddison,Leicester City,25.0,2022-02-13,True
Daniel Amartey,Leicester City,25.0,2022-02-13,True
Ricardo Pereira,Leicester City,25.0,2022-02-13,True
Kiernan Dewsbury-Hall,Leicester City,25.0,2022-02-13,True
Wilfred Ndidi,Leicester City,25.0,2022-02-13,True
Patson Daka,Leicester City,25.0,2022-02-13,True
Danny Ward,Leicester City,25.0,2022-02-13,False
Marc Albrighton,Leicester City,25.0,2022-02-13,False
Kelechi Iheanacho,Leicester City,25.0,2022-02-13,False
Ayoze Pérez,Leicester City,25.0,2022-02-13,False
Hamza Choudhury,Leicester City,25.0,2022-02-13,False
Jannik Vestergaard,Leicester City,25.0,2022-02-13,False
Nampalys Mendy,Leicester City,25.0,2022-02-13,False
Luke Thomas,Leicester City,25.0,2022-02-13,False
Ademola Lookman,Leicester City,25.0,2022-02-13,False
Łukasz Fabiański,West Ham United,25.0,2022-02-13,True
Aaron Cresswell,West Ham United,25.0,2022-02-13,True
Vladimír Coufal,West Ham United,25.0,2022-02-13,True
Pablo Fornals,West Ham United,25.0,2022-02-13,True
Michail Antonio,West Ham United,25.0,2022-02-13,True
Manuel Lanzini,West Ham United,25.0,2022-02-13,True
Craig Dawson,West Ham United,25.0,2022-02-13,True
Jarrod Bowen,West Ham United,25.0,2022-02-13,True
Issa Diop,West Ham United,25.0,2022-02-13,True
Tomáš Souček,West Ham United,25.0,2022-02-13,True
Declan Rice,West Ham United,25.0,2022-02-13,True
Alphonse Areola,West Ham United,25.0,2022-02-13,False
Darren Randolph,West Ham United,25.0,2022-02-13,False
Andriy Yarmolenko,West Ham United,25.0,2022-02-13,False
Nikola Vlašić,West Ham United,25.0,2022-02-13,False
Mark Noble,West Ham United,25.0,2022-02-13,False
Saïd Benrahma,West Ham United,25.0,2022-02-13,False
Ryan Fredericks,West Ham United,25.0,2022-02-13,False
Ben Johnson,West Ham United,25.0,2022-02-13,False
Alex Král,West Ham United,25.0,2022-02-13,False
David de Gea,Manchester United,18.0,2022-02-15,True
Victor Lindelöf,Manchester United,18.0,2022-02-15,True
Harry Maguire,Manchester United,18.0,2022-02-15,True
Cristiano Ronaldo,Manchester United,18.0,2022-02-15,True
Fred,Manchester United,18.0,2022-02-15,True
Bruno Fernandes,Manchester United,18.0,2022-02-15,True
Diogo Dalot,Manchester United,18.0,2022-02-15,True
Luke Shaw,Manchester United,18.0,2022-02-15,True
Jadon Sancho,Manchester United,18.0,2022-02-15,True
Anthony Elanga,Manchester United,18.0,2022-02-15,True
Scott McTominay,Manchester United,18.0,2022-02-15,True
Tom Heaton,Manchester United,18.0,2022-02-15,False
Dean Henderson,Manchester United,18.0,2022-02-15,False
Phil Jones,Manchester United,18.0,2022-02-15,False
Paul Pogba,Manchester United,18.0,2022-02-15,False
Juan Mata,Manchester United,18.0,2022-02-15,False
Marcus Rashford,Manchester United,18.0,2022-02-15,False
Jesse Lingard,Manchester United,18.0,2022-02-15,False
Alex Telles,Manchester United,18.0,2022-02-15,False
Aaron Wan-Bissaka,Manchester United,18.0,2022-02-15,False
Robert Sánchez,Brighton & Hove Albion,18.0,2022-02-15,True
Marc Cucurella,Brighton & Hove Albion,18.0,2022-02-15,True
Adam Webster,Brighton & Hove Albion,18.0,2022-02-15,True
Lewis Dunk,Brighton & Hove Albion,18.0,2022-02-15,True
Yves Bissouma,Brighton & Hove Albion,18.0,2022-02-15,True
Neal Maupay,Brighton & Hove Albion,18.0,2022-02-15,True
Alexis Mac Allister,Brighton & Hove Albion,18.0,2022-02-15,True
Leandro Trossard,Brighton & Hove Albion,18.0,2022-02-15,True
Pascal Groß,Brighton & Hove Albion,18.0,2022-02-15,True
Jakub Moder,Brighton & Hove Albion,18.0,2022-02-15,True
Joël Veltman,Brighton & Hove Albion,18.0,2022-02-15,True
Jason Steele,Brighton & Hove Albion,18.0,2022-02-15,False
Tariq Lamptey,Brighton & Hove Albion,18.0,2022-02-15,False
Adam Lallana,Brighton & Hove Albion,18.0,2022-02-15,False
Steven Alzate,Brighton & Hove Albion,18.0,2022-02-15,False
Danny Welbeck,Brighton & Hove Albion,18.0,2022-02-15,False
Solly March,Brighton & Hove Albion,18.0,2022-02-15,False
Shane Duffy,Brighton & Hove Albion,18.0,2022-02-15,False
Moisés Caicedo,Brighton & Hove Albion,18.0,2022-02-15,False
Evan Ferguson,Brighton & Hove Albion,18.0,2022-02-15,False
Łukasz Fabiański,West Ham United,26.0,2022-02-19,True
Aaron Cresswell,West Ham United,26.0,2022-02-19,True
Kurt Zouma,West Ham United,26.0,2022-02-19,True
Pablo Fornals,West Ham United,26.0,2022-02-19,True
Michail Antonio,West Ham United,26.0,2022-02-19,True
Craig Dawson,West Ham United,26.0,2022-02-19,True
Jarrod Bowen,West Ham United,26.0,2022-02-19,True
Saïd Benrahma,West Ham United,26.0,2022-02-19,True
Ryan Fredericks,West Ham United,26.0,2022-02-19,True
Tomáš Souček,West Ham United,26.0,2022-02-19,True
Declan Rice,West Ham United,26.0,2022-02-19,True
Alphonse Areola,West Ham United,26.0,2022-02-19,False
Andriy Yarmolenko,West Ham United,26.0,2022-02-19,False
Nikola Vlašić,West Ham United,26.0,2022-02-19,False
Mark Noble,West Ham United,26.0,2022-02-19,False
Issa Diop,West Ham United,26.0,2022-02-19,False
Ben Johnson,West Ham United,26.0,2022-02-19,False
Alex Král,West Ham United,26.0,2022-02-19,False
Ajibola Alese,West Ham United,26.0,2022-02-19,False
Daniel Chesters,West Ham United,26.0,2022-02-19,False
Martin Dúbravka,Newcastle United,26.0,2022-02-19,True
Fabian Schär,Newcastle United,26.0,2022-02-19,True
Joelinton,Newcastle United,26.0,2022-02-19,True
Jonjo Shelvey,Newcastle United,26.0,2022-02-19,True
Matt Targett,Newcastle United,26.0,2022-02-19,True
Emil Krafth,Newcastle United,26.0,2022-02-19,True
Chris Wood,Newcastle United,26.0,2022-02-19,True
Ryan Fraser,Newcastle United,26.0,2022-02-19,True
Jacob Murphy,Newcastle United,26.0,2022-02-19,True
Joe Willock,Newcastle United,26.0,2022-02-19,True
Dan Burn,Newcastle United,26.0,2022-02-19,True
Karl Darlow,Newcastle United,26.0,2022-02-19,False
Paul Dummett,Newcastle United,26.0,2022-02-19,False
Jamaal Lascelles,Newcastle United,26.0,2022-02-19,False
Federico Fernández,Newcastle United,26.0,2022-02-19,False
Miguel Almirón,Newcastle United,26.0,2022-02-19,False
Dwight Gayle,Newcastle United,26.0,2022-02-19,False
Sean Longstaff,Newcastle United,26.0,2022-02-19,False
Bruno Guimarães,Newcastle United,26.0,2022-02-19,False
Lucas De Bolle,Newcastle United,26.0,2022-02-19,False
Emiliano Martínez,Aston Villa,26.0,2022-02-19,True
Matty Cash,Aston Villa,26.0,2022-02-19,True
Tyrone Mings,Aston Villa,26.0,2022-02-19,True
Douglas Luiz,Aston Villa,26.0,2022-02-19,True
John McGinn,Aston Villa,26.0,2022-02-19,True
Emi Buendía,Aston Villa,26.0,2022-02-19,True
Calum Chambers,Aston Villa,26.0,2022-02-19,True
Danny Ings,Aston Villa,26.0,2022-02-19,True
Philippe Coutinho,Aston Villa,26.0,2022-02-19,True
Lucas Digne,Aston Villa,26.0,2022-02-19,True
Jacob Ramsey,Aston Villa,26.0,2022-02-19,True
Robin Olsen,Aston Villa,26.0,2022-02-19,False
Morgan Sanson,Aston Villa,26.0,2022-02-19,False
Ollie Watkins,Aston Villa,26.0,2022-02-19,False
Ashley Young,Aston Villa,26.0,2022-02-19,False
Kortney Hause,Aston Villa,26.0,2022-02-19,False
Leon Bailey,Aston Villa,26.0,2022-02-19,False
Carney Chukwuemeka,Aston Villa,26.0,2022-02-19,False
Benjamin Chrisene,Aston Villa,26.0,2022-02-19,False
Tim Iroegbunam,Aston Villa,26.0,2022-02-19,False
Ben Foster,Watford,26.0,2022-02-19,True
Imran Louza,Watford,26.0,2022-02-19,True
Joshua King,Watford,26.0,2022-02-19,True
Tom Cleverley,Watford,26.0,2022-02-19,True
Hassane Kamara,Watford,26.0,2022-02-19,True
Craig Cathcart,Watford,26.0,2022-02-19,True
Moussa Sissoko,Watford,26.0,2022-02-19,True
Kiko Femenía,Watford,26.0,2022-02-19,True
Samir Santos,Watford,26.0,2022-02-19,True
Ismaila Sarr,Watford,26.0,2022-02-19,True
Emmanuel Dennis,Watford,26.0,2022-02-19,True
Daniel Bachmann,Watford,26.0,2022-02-19,False
Jeremy Ngakia,Watford,26.0,2022-02-19,False
William Troost-Ekong,Watford,26.0,2022-02-19,False
Adam Masina,Watford,26.0,2022-02-19,False
Ken Sema,Watford,26.0,2022-02-19,False
Christian Kabasele,Watford,26.0,2022-02-19,False
Samuel Kalu,Watford,26.0,2022-02-19,False
Cucho,Watford,26.0,2022-02-19,False
Edo Kayembe,Watford,26.0,2022-02-19,False
Alisson,Liverpool,26.0,2022-02-19,True
Virgil van Dijk,Liverpool,26.0,2022-02-19,True
Naby Keïta,Liverpool,26.0,2022-02-19,True
Sadio Mané,Liverpool,26.0,2022-02-19,True
Mohamed Salah,Liverpool,26.0,2022-02-19,True
Joe Gomez,Liverpool,26.0,2022-02-19,True
Jordan Henderson,Liverpool,26.0,2022-02-19,True
Alex Oxlade-Chamberlain,Liverpool,26.0,2022-02-19,True
Kostas Tsimikas,Liverpool,26.0,2022-02-19,True
Luis Díaz,Liverpool,26.0,2022-02-19,True
Joël Matip,Liverpool,26.0,2022-02-19,True
Caoimhín Kelleher,Liverpool,26.0,2022-02-19,False
Fabinho,Liverpool,26.0,2022-02-19,False
Ibrahima Konaté,Liverpool,26.0,2022-02-19,False
Thiago Alcántara,Liverpool,26.0,2022-02-19,False
James Milner,Liverpool,26.0,2022-02-19,False
Takumi Minamino,Liverpool,26.0,2022-02-19,False
Andrew Robertson,Liverpool,26.0,2022-02-19,False
Divock Origi,Liverpool,26.0,2022-02-19,False
Harvey Elliott,Liverpool,26.0,2022-02-19,False
Angus Gunn,Norwich City,26.0,2022-02-19,True
Max Aarons,Norwich City,26.0,2022-02-19,True
Ben Gibson,Norwich City,26.0,2022-02-19,True
Grant Hanley,Norwich City,26.0,2022-02-19,True
Billy Gilmour,Norwich City,26.0,2022-02-19,True
Mathias Normann,Norwich City,26.0,2022-02-19,True
Milot Rashica,Norwich City,26.0,2022-02-19,True
Brandon Williams,Norwich City,26.0,2022-02-19,True
Teemu Pukki,Norwich City,26.0,2022-02-19,True
Kenny McLean,Norwich City,26.0,2022-02-19,True
Josh Sargent,Norwich City,26.0,2022-02-19,True
Michael McGovern,Norwich City,26.0,2022-02-19,False
Sam Byram,Norwich City,26.0,2022-02-19,False
Christoph Zimmermann,Norwich City,26.0,2022-02-19,False
Kieran Dowell,Norwich City,26.0,2022-02-19,False
Przemysław Płacheta,Norwich City,26.0,2022-02-19,False
Ozan Kabak,Norwich City,26.0,2022-02-19,False
Pierre Lees-Melou,Norwich City,26.0,2022-02-19,False
Dimitris Giannoulis,Norwich City,26.0,2022-02-19,False
Jon Rowe,Norwich City,26.0,2022-02-19,False
Vicente Guaita,Crystal Palace,26.0,2022-02-19,True
Tyrick Mitchell,Crystal Palace,26.0,2022-02-19,True
Marc Guéhi,Crystal Palace,26.0,2022-02-19,True
Michael Olise,Crystal Palace,26.0,2022-02-19,True
Cheikhou Kouyaté,Crystal Palace,26.0,2022-02-19,True
Jordan Ayew,Crystal Palace,26.0,2022-02-19,True
Wilfried Zaha,Crystal Palace,26.0,2022-02-19,True
Jeffrey Schlupp,Crystal Palace,26.0,2022-02-19,True
Joachim Andersen,Crystal Palace,26.0,2022-02-19,True
Nathaniel Clyne,Crystal Palace,26.0,2022-02-19,True
James McArthur,Crystal Palace,26.0,2022-02-19,True
Jack Butland,Crystal Palace,26.0,2022-02-19,False
Luka Milivojević,Crystal Palace,26.0,2022-02-19,False
Eberechi Eze,Crystal Palace,26.0,2022-02-19,False
Will Hughes,Crystal Palace,26.0,2022-02-19,False
Jean-Philippe Mateta,Crystal Palace,26.0,2022-02-19,False
Christian Benteke,Crystal Palace,26.0,2022-02-19,False
Odsonne Édouard,Crystal Palace,26.0,2022-02-19,False
Martin Kelly,Crystal Palace,26.0,2022-02-19,False
Omotayo Adaramola,Crystal Palace,26.0,2022-02-19,False
Edouard Mendy,Chelsea,26.0,2022-02-19,True
Antonio Rüdiger,Chelsea,26.0,2022-02-19,True
Andreas Christensen,Chelsea,26.0,2022-02-19,True
Jorginho,Chelsea,26.0,2022-02-19,True
Thiago Silva,Chelsea,26.0,2022-02-19,True
N'Golo Kanté,Chelsea,26.0,2022-02-19,True
Romelu Lukaku,Chelsea,26.0,2022-02-19,True
Christian Pulisic,Chelsea,26.0,2022-02-19,True
Hakim Ziyech,Chelsea,26.0,2022-02-19,True
Kai Havertz,Chelsea,26.0,2022-02-19,True
Malang Sarr,Chelsea,26.0,2022-02-19,True
Kepa Arrizabalaga,Chelsea,26.0,2022-02-19,False
Marcos Alonso,Chelsea,26.0,2022-02-19,False
Mateo Kovačić,Chelsea,26.0,2022-02-19,False
Timo Werner,Chelsea,26.0,2022-02-19,False
Ruben Loftus-Cheek,Chelsea,26.0,2022-02-19,False
Trevoh Chalobah,Chelsea,26.0,2022-02-19,False
Saúl Ñíguez,Chelsea,26.0,2022-02-19,False
Kenedy,Chelsea,26.0,2022-02-19,False
Harvey Vale,Chelsea,26.0,2022-02-19,False
Aaron Ramsdale,Arsenal,26.0,2022-02-19,True
Kieran Tierney,Arsenal,26.0,2022-02-19,True
Ben White,Arsenal,26.0,2022-02-19,True
Thomas Partey,Arsenal,26.0,2022-02-19,True
Gabriel Dos Santos,Arsenal,26.0,2022-02-19,True
Bukayo Saka,Arsenal,26.0,2022-02-19,True
Martin Ødegaard,Arsenal,26.0,2022-02-19,True
Alexandre Lacazette,Arsenal,26.0,2022-02-19,True
Emile Smith Rowe,Arsenal,26.0,2022-02-19,True
Cédric Soares,Arsenal,26.0,2022-02-19,True
Granit Xhaka,Arsenal,26.0,2022-02-19,True
Bernd Leno,Arsenal,26.0,2022-02-19,False
Rob Holding,Arsenal,26.0,2022-02-19,False
Takehiro Tomiyasu,Arsenal,26.0,2022-02-19,False
Nicolas Pépé,Arsenal,26.0,2022-02-19,False
Nuno Tavares,Arsenal,26.0,2022-02-19,False
Albert Sambi Lokonga,Arsenal,26.0,2022-02-19,False
Mohamed Elneny,Arsenal,26.0,2022-02-19,False
Eddie Nketiah,Arsenal,26.0,2022-02-19,False
Omari Hutchinson,Arsenal,26.0,2022-02-19,False
David Raya,Brentford,26.0,2022-02-19,True
Rico Henry,Brentford,26.0,2022-02-19,True
Ethan Pinnock,Brentford,26.0,2022-02-19,True
Christian Nørgaard,Brentford,26.0,2022-02-19,True
Sergi Canós,Brentford,26.0,2022-02-19,True
Mathias Jensen,Brentford,26.0,2022-02-19,True
Josh Dasilva,Brentford,26.0,2022-02-19,True
Yoane Wissa,Brentford,26.0,2022-02-19,True
Pontus Jansson,Brentford,26.0,2022-02-19,True
Bryan Mbeumo,Brentford,26.0,2022-02-19,True
Kristoffer Ajer,Brentford,26.0,2022-02-19,True
Álvaro Fernández,Brentford,26.0,2022-02-19,False
Saman Ghoddos,Brentford,26.0,2022-02-19,False
Frank Onyeka,Brentford,26.0,2022-02-19,False
Shandon Baptiste,Brentford,26.0,2022-02-19,False
Vitaly Janelt,Brentford,26.0,2022-02-19,False
Mads Bech Sørensen,Brentford,26.0,2022-02-19,False
Mads Roerslev,Brentford,26.0,2022-02-19,False
Finley Stevens,Brentford,26.0,2022-02-19,False
Nathan Young-Coombes,Brentford,26.0,2022-02-19,False
Fraser Forster,Southampton,26.0,2022-02-19,True
Kyle Walker-Peters,Southampton,26.0,2022-02-19,True
Oriol Romeu,Southampton,26.0,2022-02-19,True
James Ward-Prowse,Southampton,26.0,2022-02-19,True
Che Adams,Southampton,26.0,2022-02-19,True
Stuart Armstrong,Southampton,26.0,2022-02-19,True
Armando Broja,Southampton,26.0,2022-02-19,True
Valentino Livramento,Southampton,26.0,2022-02-19,True
Mohammed Salisu,Southampton,26.0,2022-02-19,True
Mohamed Elyounoussi,Southampton,26.0,2022-02-19,True
Jan Bednarek,Southampton,26.0,2022-02-19,True
Willy Caballero,Southampton,26.0,2022-02-19,False
Jack Stephens,Southampton,26.0,2022-02-19,False
Shane Long,Southampton,26.0,2022-02-19,False
Adam Armstrong,Southampton,26.0,2022-02-19,False
Moussa Djenepo,Southampton,26.0,2022-02-19,False
William Smallbone,Southampton,26.0,2022-02-19,False
Ibrahima Diallo,Southampton,26.0,2022-02-19,False
Theo Walcott,Southampton,26.0,2022-02-19,False
Yan Valery,Southampton,26.0,2022-02-19,False
Jordan Pickford,Everton,26.0,2022-02-19,True
Jonjoe Kenny,Everton,26.0,2022-02-19,True
Mason Holgate,Everton,26.0,2022-02-19,True
Michael Keane,Everton,26.0,2022-02-19,True
Allan,Everton,26.0,2022-02-19,True
Richarlison,Everton,26.0,2022-02-19,True
Dominic Calvert-Lewin,Everton,26.0,2022-02-19,True
Alex Iwobi,Everton,26.0,2022-02-19,True
Séamus Coleman,Everton,26.0,2022-02-19,True
Anthony Gordon,Everton,26.0,2022-02-19,True
Donny van de Beek,Everton,26.0,2022-02-19,True
Asmir Begović,Everton,26.0,2022-02-19,False
Nathan Patterson,Everton,26.0,2022-02-19,False
Andros Townsend,Everton,26.0,2022-02-19,False
Vitaliy Mykolenko,Everton,26.0,2022-02-19,False
André Gomes,Everton,26.0,2022-02-19,False
Jarrad Branthwaite,Everton,26.0,2022-02-19,False
Salomón Rondón,Everton,26.0,2022-02-19,False
Anwar El Ghazi,Everton,26.0,2022-02-19,False
Dele Alli,Everton,26.0,2022-02-19,False
Robert Sánchez,Brighton & Hove Albion,26.0,2022-02-19,True
Tariq Lamptey,Brighton & Hove Albion,26.0,2022-02-19,True
Marc Cucurella,Brighton & Hove Albion,26.0,2022-02-19,True
Yves Bissouma,Brighton & Hove Albion,26.0,2022-02-19,True
Neal Maupay,Brighton & Hove Albion,26.0,2022-02-19,True
Alexis Mac Allister,Brighton & Hove Albion,26.0,2022-02-19,True
Adam Lallana,Brighton & Hove Albion,26.0,2022-02-19,True
Jakub Moder,Brighton & Hove Albion,26.0,2022-02-19,True
Danny Welbeck,Brighton & Hove Albion,26.0,2022-02-19,True
Shane Duffy,Brighton & Hove Albion,26.0,2022-02-19,True
Joël Veltman,Brighton & Hove Albion,26.0,2022-02-19,True
Jason Steele,Brighton & Hove Albion,26.0,2022-02-19,False
Leandro Trossard,Brighton & Hove Albion,26.0,2022-02-19,False
Pascal Groß,Brighton & Hove Albion,26.0,2022-02-19,False
Steven Alzate,Brighton & Hove Albion,26.0,2022-02-19,False
Solly March,Brighton & Hove Albion,26.0,2022-02-19,False
Moisés Caicedo,Brighton & Hove Albion,26.0,2022-02-19,False
Haydon Roberts,Brighton & Hove Albion,26.0,2022-02-19,False
Marc Leonard,Brighton & Hove Albion,26.0,2022-02-19,False
Evan Ferguson,Brighton & Hove Albion,26.0,2022-02-19,False
Nick Pope,Burnley,26.0,2022-02-19,True
Jack Cork,Burnley,26.0,2022-02-19,True
Ben Mee,Burnley,26.0,2022-02-19,True
Josh Brownhill,Burnley,26.0,2022-02-19,True
Wout Weghorst,Burnley,26.0,2022-02-19,True
Dwight McNeil,Burnley,26.0,2022-02-19,True
Connor Roberts,Burnley,26.0,2022-02-19,True
Aaron Lennon,Burnley,26.0,2022-02-19,True
Maxwel Cornet,Burnley,26.0,2022-02-19,True
Nathan Collins,Burnley,26.0,2022-02-19,True
Erik Pieters,Burnley,26.0,2022-02-19,True
Wayne Hennessey,Burnley,26.0,2022-02-19,False
Sam Waller,Burnley,26.0,2022-02-19,False
Matthew Lowton,Burnley,26.0,2022-02-19,False
Ashley Barnes,Burnley,26.0,2022-02-19,False
Dale Stephens,Burnley,26.0,2022-02-19,False
Jay Rodriguez,Burnley,26.0,2022-02-19,False
Phil Bardsley,Burnley,26.0,2022-02-19,False
Kevin Long,Burnley,26.0,2022-02-19,False
Bobby Thomas,Burnley,26.0,2022-02-19,False
Ederson,Manchester City,26.0,2022-02-19,True
Kyle Walker,Manchester City,26.0,2022-02-19,True
Rúben Dias,Manchester City,26.0,2022-02-19,True
Raheem Sterling,Manchester City,26.0,2022-02-19,True
İlkay Gündoğan,Manchester City,26.0,2022-02-19,True
Aymeric Laporte,Manchester City,26.0,2022-02-19,True
Rodri,Manchester City,26.0,2022-02-19,True
Kevin De Bruyne,Manchester City,26.0,2022-02-19,True
Bernardo Silva,Manchester City,26.0,2022-02-19,True
João Cancelo,Manchester City,26.0,2022-02-19,True
Phil Foden,Manchester City,26.0,2022-02-19,True
Scott Carson,Manchester City,26.0,2022-02-19,False
John Stones,Manchester City,26.0,2022-02-19,False
Nathan Aké,Manchester City,26.0,2022-02-19,False
Oleksandr Zinchenko,Manchester City,26.0,2022-02-19,False
Fernandinho,Manchester City,26.0,2022-02-19,False
Riyad Mahrez,Manchester City,26.0,2022-02-19,False
Liam Delap,Manchester City,26.0,2022-02-19,False
James Mcatee,Manchester City,26.0,2022-02-19,False
Roméo Lavia,Manchester City,26.0,2022-02-19,False
Hugo Lloris,Tottenham Hotspur,26.0,2022-02-19,True
Cristian Romero,Tottenham Hotspur,26.0,2022-02-19,True
Pierre Højbjerg,Tottenham Hotspur,26.0,2022-02-19,True
Son Heung-min,Tottenham Hotspur,26.0,2022-02-19,True
Harry Kane,Tottenham Hotspur,26.0,2022-02-19,True
Emerson,Tottenham Hotspur,26.0,2022-02-19,True
Eric Dier,Tottenham Hotspur,26.0,2022-02-19,True
Ryan Sessegnon,Tottenham Hotspur,26.0,2022-02-19,True
Dejan Kulusevski,Tottenham Hotspur,26.0,2022-02-19,True
Rodrigo Bentancur,Tottenham Hotspur,26.0,2022-02-19,True
Ben Davies,Tottenham Hotspur,26.0,2022-02-19,True
Pierluigi Gollini,Tottenham Hotspur,26.0,2022-02-19,False
Matt Doherty,Tottenham Hotspur,26.0,2022-02-19,False
Davinson Sánchez,Tottenham Hotspur,26.0,2022-02-19,False
Harry Winks,Tottenham Hotspur,26.0,2022-02-19,False
Joe Rodon,Tottenham Hotspur,26.0,2022-02-19,False
Steven Bergwijn,Tottenham Hotspur,26.0,2022-02-19,False
Lucas Moura,Tottenham Hotspur,26.0,2022-02-19,False
Harvey White,Tottenham Hotspur,26.0,2022-02-19,False
Dane Scarlett,Tottenham Hotspur,26.0,2022-02-19,False
Illan Meslier,Leeds United,26.0,2022-02-20,True
Luke Ayling,Leeds United,26.0,2022-02-20,True
Adam Forshaw,Leeds United,26.0,2022-02-20,True
Robin Koch,Leeds United,26.0,2022-02-20,True
Diego Llorente,Leeds United,26.0,2022-02-20,True
Stuart Dallas,Leeds United,26.0,2022-02-20,True
Rodrigo,Leeds United,26.0,2022-02-20,True
Daniel James,Leeds United,26.0,2022-02-20,True
Pascal Struijk,Leeds United,26.0,2022-02-20,True
Jack Harrison,Leeds United,26.0,2022-02-20,True
