player,shirtnumber,nationality,position,age,minutes,goals,assists,touches,sca,gca,pens_made,shots_total,shots_on_target,pressures,tackles,interceptions,blocks,xg,xa,passes,passes_pct,progressive_passes,progressive_carries,dribbles_completed,dribbles,Team,matchweek,category
Lars Stindl,13.0,de GER,AM,33-003,90.0,0.0,0.0,66.0,6.0,0.0,0.0,1.0,0.0,11.0,3.0,1.0,1.0,0.2,0.3,55.0,83.6,2.0,1.0,0.0,0.0,Mönchengladbach,3.0,Midfield
Florian Neuhaus,32.0,de GER,DM,24-166,83.0,0.0,0.0,63.0,3.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,0.0,0.2,0.1,51.0,92.2,10.0,6.0,2.0,4.0,Mönchengladbach,3.0,Midfield
László Bénes,22.0,sk SVK,DM,23-354,7.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.1,6.0,100.0,1.0,1.0,0.0,0.0,Mönchengladbach,3.0,Midfield
Christoph Kramer,6.0,de GER,DM,30-191,45.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,52.0,90.4,5.0,1.0,0.0,0.0,Mönchengladbach,3.0,Midfield
Denis Zakaria,8.0,ch SUI,DM,24-282,45.0,0.0,0.0,46.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,40.0,85.0,3.0,3.0,0.0,0.0,Mönchengladbach,3.0,Midfield
Ramy Bensebaini,25.0,dz ALG,LB,26-135,90.0,0.0,0.0,115.0,1.0,0.0,0.0,2.0,0.0,13.0,2.0,2.0,1.0,0.1,0.0,97.0,78.4,9.0,7.0,3.0,5.0,Mönchengladbach,3.0,Defender
Nico Elvedi,30.0,ch SUI,CB,24-333,90.0,0.0,0.0,89.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.1,0.0,79.0,94.9,2.0,2.0,0.0,0.0,Mönchengladbach,3.0,Defender
Louis Beyer,15.0,de GER,CB,21-102,90.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,111.0,91.0,5.0,7.0,1.0,1.0,Mönchengladbach,3.0,Defender
Joe Scally,29.0,us USA,RB,18-241,90.0,0.0,0.0,102.0,3.0,0.0,0.0,2.0,0.0,14.0,1.0,3.0,0.0,0.1,0.1,85.0,89.4,6.0,11.0,2.0,4.0,Mönchengladbach,3.0,Defender
Yann Sommer,1.0,ch SUI,GK,32-255,90.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,Mönchengladbach,3.0,Goalkeeper
Wout Weghorst,9.0,nl NED,FW,29-022,90.0,0.0,0.0,38.0,2.0,0.0,0.0,2.0,0.0,16.0,1.0,1.0,0.0,0.5,0.1,24.0,66.7,2.0,4.0,0.0,1.0,Wolfsburg,3.0,Forward
Renato Steffen,11.0,ch SUI,LW,29-299,87.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,1.0,0.0,0.1,0.0,18.0,72.2,0.0,1.0,0.0,0.0,Wolfsburg,3.0,Forward
Omar Marmoush,29.0,eg EGY,LW,22-203,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,Wolfsburg,3.0,Forward
Ridle Baku,20.0,de GER,RW,23-143,90.0,0.0,0.0,48.0,0.0,0.0,0.0,3.0,1.0,14.0,3.0,1.0,2.0,0.1,0.0,33.0,78.8,1.0,5.0,0.0,1.0,Wolfsburg,3.0,Forward
Maximilian Philipp,17.0,de GER,AM,27-181,77.0,0.0,0.0,28.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,20.0,65.0,3.0,2.0,2.0,2.0,Wolfsburg,3.0,Midfield
Lukas Nmecha,10.0,de GER,AM,22-258,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,33.3,0.0,0.0,0.0,0.0,Wolfsburg,3.0,Midfield
Maximilian Arnold,27.0,de GER,DM,27-094,90.0,0.0,0.0,53.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,4.0,1.0,0.0,0.0,46.0,78.3,3.0,0.0,0.0,0.0,Wolfsburg,3.0,Midfield
Xaver Schlager,24.0,at AUT,DM,23-335,69.0,0.0,0.0,33.0,2.0,0.0,0.0,1.0,0.0,16.0,1.0,1.0,2.0,0.0,0.0,25.0,76.0,5.0,1.0,1.0,2.0,Wolfsburg,3.0,Midfield
Josuha Guilavogui,23.0,fr FRA,DM,30-344,21.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,8.0,37.5,1.0,0.0,1.0,1.0,Wolfsburg,3.0,Midfield
Jérôme Roussillon,15.0,fr FRA,LB,28-235,90.0,1.0,0.0,50.0,4.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,1.0,0.4,0.1,39.0,82.1,3.0,4.0,2.0,6.0,Wolfsburg,3.0,Defender
John Brooks,25.0,us USA,CB,28-213,90.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,50.0,82.0,3.0,0.0,0.0,0.0,Wolfsburg,3.0,Defender
Maxence Lacroix,4.0,fr FRA,CB,21-145,90.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,2.0,0.0,0.0,51.0,76.5,1.0,0.0,0.0,0.0,Wolfsburg,3.0,Defender
Kevin Mbabu,19.0,ch SUI,RB,26-132,90.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,3.0,0.0,0.0,46.0,58.7,7.0,0.0,4.0,7.0,Wolfsburg,3.0,Defender
Koen Casteels,1.0,be BEL,GK,29-065,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,72.7,0.0,0.0,0.0,0.0,Wolfsburg,3.0,Goalkeeper
André Silva,33.0,pt POR,FW,25-296,90.0,0.0,0.0,32.0,3.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,1.0,0.3,0.0,20.0,55.0,1.0,2.0,2.0,4.0,RB Leipzig,3.0,Forward
Christopher Nkunku,18.0,fr FRA,LW,23-288,90.0,0.0,0.0,52.0,3.0,0.0,0.0,1.0,1.0,21.0,5.0,0.0,1.0,0.1,0.0,35.0,80.0,5.0,5.0,0.0,1.0,RB Leipzig,3.0,Forward
Dominik Szoboszlai,17.0,hu HUN,RW,20-308,67.0,0.0,0.0,31.0,3.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,2.0,0.0,0.1,22.0,68.2,1.0,1.0,1.0,3.0,RB Leipzig,3.0,Forward
Yussuf Poulsen,9.0,dk DEN,RW,27-075,23.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,62.5,1.0,2.0,0.0,0.0,RB Leipzig,3.0,Forward
Emil Forsberg,10.0,se SWE,AM,29-310,90.0,0.0,0.0,44.0,2.0,0.0,0.0,2.0,0.0,15.0,3.0,0.0,2.0,0.1,0.2,31.0,61.3,2.0,4.0,1.0,1.0,RB Leipzig,3.0,Midfield
Amadou Haidara,8.0,ml MLI,DM,23-210,58.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,3.0,0.0,0.0,25.0,76.0,4.0,3.0,1.0,2.0,RB Leipzig,3.0,Midfield
Konrad Laimer,27.0,at AUT,DM,24-094,32.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,16.0,75.0,3.0,1.0,0.0,0.0,RB Leipzig,3.0,Midfield
Tyler Adams,14.0,us USA,DM,22-196,85.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,1.0,0.0,0.0,40.0,87.5,3.0,1.0,0.0,0.0,RB Leipzig,3.0,Midfield
Kevin Kampl,44.0,si SVN,DM,30-324,5.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,6.0,100.0,1.0,1.0,0.0,0.0,RB Leipzig,3.0,Midfield
Joško Gvardiol,32.0,hr CRO,LB,19-218,85.0,0.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,2.0,0.0,0.3,51.0,76.5,9.0,6.0,0.0,1.0,RB Leipzig,3.0,Defender
Nordi Mukiele,22.0,fr FRA,CB,23-301,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,44.4,0.0,0.0,0.0,0.0,RB Leipzig,3.0,Defender
Mohamed Simakan,2.0,fr FRA,CB,21-118,85.0,0.0,0.0,55.0,1.0,0.0,0.0,1.0,0.0,13.0,4.0,2.0,3.0,0.2,0.0,42.0,85.7,4.0,2.0,2.0,2.0,RB Leipzig,3.0,Defender
Brian Brobbey,21.0,nl NED,WB,19-209,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,0.0,0.0,1.0,1.0,RB Leipzig,3.0,Defender
Willi Orban,4.0,hu HUN,CB,28-299,90.0,0.0,0.0,66.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0,3.0,0.6,0.0,52.0,88.5,7.0,2.0,0.0,0.0,RB Leipzig,3.0,Defender
Lukas Klostermann,16.0,de GER,RB,25-088,90.0,0.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,2.0,1.0,0.0,0.0,53.0,90.6,6.0,3.0,0.0,0.0,RB Leipzig,3.0,Defender
Péter Gulácsi,1.0,hu HUN,GK,31-115,90.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,75.9,1.0,0.0,0.0,0.0,RB Leipzig,3.0,Goalkeeper
Jeong Woo-yeong,29.0,kr KOR,FW,21-356,71.0,0.0,0.0,19.0,1.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.1,0.0,14.0,71.4,0.0,2.0,0.0,1.0,Freiburg,4.0,Forward
Kevin Schade,20.0,de GER,FW,19-288,19.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.1,0.0,7.0,57.1,0.0,5.0,1.0,2.0,Freiburg,4.0,Forward
Lucas Höler,9.0,de GER,FW,27-063,81.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.1,13.0,76.9,0.0,1.0,0.0,0.0,Freiburg,4.0,Forward
Ermedin Demirović,11.0,ba BIH,FW,23-170,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Freiburg,4.0,Forward
Vincenzo Grifo,32.0,it ITA,LM,28-157,90.0,0.0,0.0,56.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,1.0,0.1,0.0,45.0,71.1,3.0,6.0,0.0,1.0,Freiburg,4.0,Midfield
Roland Sallai,22.0,hu HUN,RM,24-112,71.0,0.0,0.0,27.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,21.0,61.9,2.0,4.0,1.0,1.0,Freiburg,4.0,Midfield
Nils Petersen,18.0,de GER,RM,32-279,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,Freiburg,4.0,Midfield
Maximilian Eggestein,8.0,de GER,DM,24-277,45.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,22.0,77.3,1.0,0.0,0.0,0.0,Freiburg,4.0,Midfield
Janik Haberer,19.0,de GER,DM,27-162,45.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,17.0,88.2,0.0,2.0,0.0,0.0,Freiburg,4.0,Midfield
Yannik Keitel,14.0,de GER,DM,21-208,90.0,0.0,0.0,53.0,1.0,0.0,0.0,2.0,1.0,18.0,5.0,1.0,0.0,0.3,0.0,44.0,72.7,3.0,2.0,0.0,0.0,Freiburg,4.0,Midfield
Christian Günter,30.0,de GER,LB,28-195,90.0,0.0,0.0,69.0,4.0,0.0,0.0,2.0,0.0,12.0,2.0,1.0,0.0,0.0,0.1,60.0,66.7,8.0,7.0,0.0,0.0,Freiburg,4.0,Defender
Nico Schlotterbeck,4.0,de GER,CB,21-284,90.0,0.0,0.0,69.0,4.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,1.0,0.0,0.3,50.0,84.0,6.0,5.0,1.0,2.0,Freiburg,4.0,Defender
Philipp Lienhart,3.0,at AUT,CB,25-062,90.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,61.0,90.2,1.0,1.0,0.0,0.0,Freiburg,4.0,Defender
Lukas Kübler,17.0,de GER,RB,29-012,86.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,62.0,72.6,2.0,1.0,2.0,2.0,Freiburg,4.0,Defender
Noah Weißhaupt,33.0,de GER,RB,19-356,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,1.0,0.0,2.0,2.0,Freiburg,4.0,Defender
Mark Flekken,26.0,nl NED,GK,28-090,90.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,85.7,1.0,0.0,0.0,0.0,Freiburg,4.0,Goalkeeper
Anthony Modeste,27.0,fr FRA,FW,33-150,68.0,1.0,0.0,25.0,3.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.2,0.1,16.0,62.5,2.0,1.0,0.0,0.0,Köln,4.0,Forward
Ondrej Duda,18.0,sk SVK,AM,26-280,22.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,11.0,90.9,1.0,0.0,1.0,3.0,Köln,4.0,Midfield
Sebastian Andersson,9.0,se SWE,FW,30-058,81.0,0.0,0.0,30.0,2.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,0.2,0.0,17.0,82.4,1.0,0.0,1.0,2.0,Köln,4.0,Forward
Louis Schaub,21.0,at AUT,CM,26-256,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,33.3,0.0,2.0,1.0,1.0,Köln,4.0,Midfield
Mark Uth,13.0,de GER,AM,30-018,61.0,0.0,0.0,27.0,2.0,0.0,0.0,3.0,2.0,13.0,1.0,1.0,2.0,0.3,0.0,17.0,76.5,2.0,4.0,0.0,2.0,Köln,4.0,Midfield
Ellyes Skhiri,28.0,tn TUN,DM,26-124,29.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,14.0,92.9,1.0,0.0,0.0,0.0,Köln,4.0,Midfield
Florian Kainz,11.0,at AUT,CM,28-322,73.0,0.0,0.0,46.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,3.0,0.1,0.2,35.0,60.0,5.0,5.0,1.0,2.0,Köln,4.0,Midfield
Salih Özcan,6.0,tr TUR,CM,23-243,68.0,0.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,20.0,70.0,2.0,5.0,2.0,4.0,Köln,4.0,Midfield
Tim Lemperle,25.0,de GER,FW,19-218,22.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,66.7,1.0,1.0,1.0,1.0,Köln,4.0,Forward
Dejan Ljubicic,7.0,at AUT,DM,23-338,81.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,25.0,80.0,0.0,2.0,0.0,1.0,Köln,4.0,Midfield
Tomáš Ostrák,31.0,cz CZE,CM,21-218,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,2.0,0.0,2.0,2.0,Köln,4.0,Midfield
Jonas Hector,14.0,de GER,LB,31-107,90.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,38.0,76.3,3.0,1.0,0.0,0.0,Köln,4.0,Defender
Rafael Czichos,5.0,de GER,CB,31-120,90.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,51.0,80.4,3.0,4.0,0.0,0.0,Köln,4.0,Defender
Jorge Meré,22.0,es ESP,CB,24-147,90.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,51.0,80.4,3.0,3.0,0.0,0.0,Köln,4.0,Defender
Benno Schmitz,2.0,de GER,RB,26-298,90.0,0.0,1.0,65.0,4.0,1.0,0.0,1.0,0.0,16.0,3.0,1.0,2.0,0.0,0.1,56.0,66.1,4.0,7.0,0.0,1.0,Köln,4.0,Defender
Timo Horn,1.0,de GER,GK,28-122,90.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,72.1,0.0,0.0,1.0,1.0,Köln,4.0,Goalkeeper
Georginio Rutter,33.0,fr FRA,FW,19-144,90.0,0.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.1,0.3,13.0,61.5,0.0,2.0,0.0,1.0,Hoffenheim,4.0,Forward
Jacob Bruun Larsen,7.0,dk DEN,LW,22-357,72.0,0.0,0.0,35.0,3.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0,0.2,0.0,27.0,81.5,6.0,4.0,2.0,3.0,Hoffenheim,4.0,Forward
Robert Skov,29.0,dk DEN,RW,25-114,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0,0.0,Hoffenheim,4.0,Forward
Mijat Gaćinović,20.0,rs SRB,RW,26-215,45.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.3,0.0,7.0,71.4,1.0,0.0,0.0,0.0,Hoffenheim,4.0,Forward
Christoph Baumgartner,14.0,at AUT,AM,22-041,45.0,0.0,0.0,31.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.1,0.0,21.0,66.7,1.0,3.0,3.0,3.0,Hoffenheim,4.0,Midfield
Andrej Kramarić,27.0,hr CRO,AM,30-084,90.0,0.0,0.0,46.0,2.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,0.0,0.2,0.2,38.0,84.2,4.0,8.0,1.0,2.0,Hoffenheim,4.0,Midfield
Sebastian Rudy,16.0,de GER,DM,31-195,57.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,1.0,1.0,0.0,0.0,33.0,69.7,1.0,0.0,0.0,0.0,Hoffenheim,4.0,Midfield
Florian Grillitsch,11.0,at AUT,DM,26-035,33.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,22.0,86.4,2.0,1.0,0.0,0.0,Hoffenheim,4.0,Midfield
Dennis Geiger,8.0,de GER,DM,23-093,72.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,39.0,79.5,2.0,2.0,0.0,1.0,Hoffenheim,4.0,Midfield
Moanes Dabbur,10.0,il ISR,AM,29-120,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,88.9,0.0,0.0,0.0,2.0,Hoffenheim,4.0,Midfield
David Raum,17.0,de GER,LB,23-142,90.0,0.0,0.0,107.0,5.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.1,98.0,76.5,10.0,7.0,1.0,3.0,Hoffenheim,4.0,Defender
Chris Richards,28.0,us USA,CB,21-167,90.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,2.0,0.0,0.0,78.0,92.3,4.0,4.0,0.0,0.0,Hoffenheim,4.0,Defender
Kevin Vogt,22.0,de GER,CB,29-353,90.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,75.0,89.3,6.0,4.0,0.0,0.0,Hoffenheim,4.0,Defender
Stefan Posch,38.0,at AUT,RB,24-120,45.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,28.0,57.1,4.0,3.0,0.0,0.0,Hoffenheim,4.0,Defender
Pavel Kadeřábek,3.0,cz CZE,RB,29-139,45.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.1,40.0,75.0,7.0,5.0,0.0,0.0,Hoffenheim,4.0,Defender
Oliver Baumann,1.0,de GER,GK,31-101,90.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,81.6,0.0,0.0,0.0,0.0,Hoffenheim,4.0,Goalkeeper
Jonathan Burkardt,29.0,de GER,FW,21-062,75.0,1.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,2.0,0.4,0.0,18.0,55.6,1.0,4.0,1.0,1.0,Mainz 05,4.0,Forward
Marcus Ingvartsen,11.0,dk DEN,FW,25-250,15.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.2,0.1,7.0,71.4,0.0,0.0,0.0,0.0,Mainz 05,4.0,Forward
Karim Onisiwo,9.0,at AUT,FW,29-178,59.0,0.0,0.0,24.0,2.0,0.0,0.0,3.0,0.0,16.0,1.0,1.0,3.0,0.2,0.0,11.0,63.6,0.0,2.0,0.0,2.0,Mainz 05,4.0,Forward
Ádám Szalai,28.0,hu HUN,FW,33-276,31.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.1,0.0,9.0,77.8,0.0,0.0,0.0,0.0,Mainz 05,4.0,Forward
Jean-Paul Boëtius,5.0,nl NED,CM,27-173,75.0,0.0,0.0,40.0,2.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,2.0,0.0,0.1,30.0,56.7,3.0,1.0,1.0,1.0,Mainz 05,4.0,Midfield
Anton Stach,6.0,de GER,CM,22-300,15.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.1,7.0,71.4,1.0,1.0,0.0,0.0,Mainz 05,4.0,Midfield
Leandro Barreiro Martins,8.0,lu LUX,CM,21-251,75.0,0.0,0.0,27.0,1.0,0.0,0.0,1.0,1.0,20.0,5.0,2.0,0.0,0.1,0.0,16.0,37.5,2.0,1.0,0.0,1.0,Mainz 05,4.0,Midfield
Lee Jae-sung,7.0,kr KOR,CM,29-032,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,71.4,0.0,0.0,0.0,0.0,Mainz 05,4.0,Midfield
Dominik Kohr,31.0,de GER,DM,27-223,90.0,0.0,1.0,52.0,3.0,2.0,0.0,0.0,0.0,19.0,1.0,4.0,3.0,0.0,0.4,42.0,59.5,5.0,2.0,1.0,1.0,Mainz 05,4.0,Midfield
Anderson Lucoqui,23.0,ao ANG,WB,24-067,90.0,0.0,0.0,45.0,3.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,5.0,0.0,0.1,33.0,60.6,4.0,2.0,0.0,0.0,Mainz 05,4.0,Defender
Silvan Widmer,30.0,ch SUI,WB,28-190,90.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,4.0,0.0,0.0,32.0,53.1,2.0,0.0,1.0,2.0,Mainz 05,4.0,Defender
Moussa Niakhate,19.0,fr FRA,CB,25-187,32.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,73.3,0.0,1.0,0.0,0.0,Mainz 05,4.0,Defender
Alexander Hack,42.0,de GER,CB,28-003,58.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,0.0,0.0,21.0,61.9,2.0,1.0,0.0,0.0,Mainz 05,4.0,Defender
Stefan Bell,16.0,de GER,CB,30-018,90.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,28.0,92.9,1.0,1.0,0.0,0.0,Mainz 05,4.0,Defender
Jerry St. Juste,4.0,nl NED,CB,24-327,90.0,0.0,0.0,39.0,3.0,0.0,0.0,2.0,1.0,10.0,3.0,2.0,3.0,0.1,0.1,25.0,76.0,2.0,0.0,0.0,0.0,Mainz 05,4.0,Defender
Robin Zentner,27.0,de GER,GK,26-318,90.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,58.3,0.0,0.0,0.0,0.0,Mainz 05,4.0,Goalkeeper
Taiwo Awoniyi,14.0,ng NGA,FW,24-030,85.0,0.0,0.0,23.0,1.0,0.0,0.0,3.0,1.0,17.0,0.0,0.0,0.0,0.3,0.0,11.0,72.7,0.0,4.0,0.0,1.0,Union Berlin,4.0,Forward
Sheraldo Becker,27.0,sr SUR,FW,26-214,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,1.0,0.0,0.0,Union Berlin,4.0,Forward
Max Kruse,10.0,de GER,FW,33-176,71.0,0.0,0.0,41.0,3.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.1,0.0,31.0,87.1,1.0,0.0,0.0,0.0,Union Berlin,4.0,Forward
Andreas Voglsammer,9.0,de GER,FW,29-245,19.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.3,0.0,5.0,60.0,0.0,1.0,0.0,0.0,Union Berlin,4.0,Forward
Kevin Möhwald,30.0,de GER,CM,28-070,21.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,91.7,0.0,0.0,0.0,0.0,Union Berlin,4.0,Midfield
Genki Haraguchi,24.0,jp JPN,CM,30-125,69.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.2,31.0,74.2,3.0,2.0,1.0,1.0,Union Berlin,4.0,Midfield
Levin Öztunalı,7.0,de GER,CM,25-180,71.0,0.0,0.0,35.0,5.0,0.0,0.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,0.1,26.0,76.9,2.0,3.0,0.0,1.0,Union Berlin,4.0,Midfield
