player,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,def_actions_outside_pen_area_gk,Team,matchweek
Manuel Neuer,6.0,1.0,5.0,83.3,1.5,4.0,37.0,6.0,24.3,0.0,Bayern Munich,26.0
Mark Flekken,5.0,2.0,3.0,60.0,1.6,8.0,35.0,2.0,77.1,0.0,Freiburg,26.0
Pavao Pervan,8.0,3.0,5.0,62.5,1.9,3.0,27.0,7.0,18.5,1.0,Wolfsburg,26.0
Yann Sommer,3.0,0.0,3.0,100.0,0.4,7.0,37.0,4.0,59.5,0.0,Mönchengladbach,26.0
Marcel Lotka,4.0,2.0,3.0,75.0,1.8,6.0,21.0,8.0,28.6,1.0,Hertha BSC,26.0
Lukáš Hrádecký,3.0,1.0,2.0,66.7,0.9,5.0,30.0,2.0,46.7,2.0,Bayer Leverkusen,26.0
Marvin Schwäbe,3.0,0.0,3.0,100.0,0.5,12.0,40.0,5.0,40.0,0.0,Köln,26.0
Gregor Kobel,4.0,0.0,4.0,100.0,0.2,7.0,41.0,6.0,26.8,0.0,Dortmund,26.0
Stefan Ortega,3.0,1.0,2.0,66.7,1.3,13.0,51.0,2.0,58.8,1.0,Arminia,26.0
Kevin Trapp,5.0,1.0,4.0,80.0,1.8,7.0,23.0,4.0,60.9,1.0,Eintracht Frankfurt,26.0
Manuel Riemann,4.0,2.0,3.0,50.0,1.3,24.0,49.0,0.0,83.7,4.0,Bochum,26.0
Andreas Linde,6.0,6.0,0.0,0.0,3.4,2.0,35.0,5.0,28.6,0.0,Greuther Fürth,26.0
Péter Gulácsi,1.0,1.0,0.0,0.0,0.4,0.0,13.0,0.0,7.7,1.0,RB Leipzig,26.0
Robin Zentner,4.0,1.0,3.0,75.0,1.2,5.0,19.0,5.0,47.4,1.0,Mainz 05,25.0
Gregor Kobel,1.0,0.0,1.0,100.0,0.1,8.0,25.0,5.0,52.0,1.0,Dortmund,25.0
Manuel Riemann,5.0,2.0,3.0,60.0,1.5,19.0,43.0,3.0,86.0,2.0,Bochum,27.0
Yann Sommer,7.0,0.0,7.0,100.0,1.1,2.0,24.0,4.0,33.3,2.0,Mönchengladbach,27.0
Florian Müller,4.0,2.0,2.0,50.0,1.4,7.0,23.0,5.0,26.1,0.0,Stuttgart,27.0
Rafał Gikiewicz,8.0,3.0,5.0,62.5,3.0,19.0,40.0,2.0,67.5,2.0,Augsburg,27.0
Alexander Schwolow,0.0,0.0,0.0,0.0,0.0,9.0,13.0,1.0,84.6,0.0,Hertha BSC,27.0
Oliver Baumann,6.0,3.0,3.0,50.0,2.0,1.0,36.0,9.0,16.7,2.0,Hoffenheim,27.0
Robin Zentner,0.0,0.0,0.0,0.0,0.0,6.0,17.0,3.0,52.9,2.0,Mainz 05,27.0
Stefan Ortega,3.0,4.0,2.0,66.7,3.9,11.0,45.0,2.0,53.3,0.0,Arminia,27.0
Andreas Linde,3.0,0.0,2.0,100.0,0.6,7.0,35.0,6.0,34.3,0.0,Greuther Fürth,27.0
Mark Flekken,1.0,0.0,1.0,100.0,0.2,5.0,37.0,3.0,29.7,2.0,Freiburg,27.0
Manuel Neuer,4.0,0.0,4.0,100.0,0.6,8.0,40.0,6.0,30.0,2.0,Bayern Munich,27.0
Andreas Luthe,5.0,4.0,2.0,40.0,2.7,13.0,27.0,5.0,59.3,0.0,Union Berlin,27.0
Péter Gulácsi,0.0,0.0,0.0,0.0,0.0,1.0,32.0,6.0,9.4,4.0,RB Leipzig,27.0
Kevin Trapp,6.0,0.0,5.0,100.0,1.7,3.0,34.0,5.0,35.3,1.0,Eintracht Frankfurt,27.0
Pavao Pervan,5.0,2.0,3.0,60.0,0.6,7.0,33.0,4.0,45.5,1.0,Wolfsburg,27.0
Lukáš Hrádecký,3.0,0.0,2.0,100.0,0.7,7.0,32.0,4.0,40.6,1.0,Bayer Leverkusen,27.0
Marvin Schwäbe,3.0,1.0,2.0,66.7,1.1,10.0,48.0,0.0,37.5,0.0,Köln,27.0
Gregor Kobel,1.0,1.0,0.0,0.0,1.0,1.0,17.0,3.0,35.3,1.0,Dortmund,27.0
Frederik Rønnow,1.0,0.0,1.0,100.0,0.1,5.0,28.0,4.0,57.1,0.0,Union Berlin,28.0
Marvin Schwäbe,4.0,1.0,3.0,75.0,1.6,10.0,40.0,5.0,45.0,0.0,Köln,28.0
Stefan Ortega,3.0,1.0,2.0,100.0,2.1,14.0,56.0,2.0,51.8,2.0,Arminia,28.0
Florian Müller,4.0,1.0,3.0,75.0,1.7,11.0,29.0,6.0,34.5,1.0,Stuttgart,28.0
Oliver Baumann,6.0,2.0,4.0,66.7,1.2,13.0,53.0,5.0,35.8,1.0,Hoffenheim,28.0
Manuel Riemann,6.0,1.0,5.0,83.3,2.4,24.0,58.0,8.0,60.3,0.0,Bochum,28.0
Lukáš Hrádecký,4.0,1.0,3.0,75.0,1.3,0.0,32.0,4.0,18.8,2.0,Bayer Leverkusen,28.0
Alexander Schwolow,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,75.0,0.0,Hertha BSC,28.0
Marcel Lotka,6.0,2.0,4.0,66.7,2.0,8.0,22.0,2.0,72.7,0.0,Hertha BSC,28.0
Kevin Trapp,2.0,0.0,2.0,100.0,0.4,1.0,18.0,4.0,22.2,2.0,Eintracht Frankfurt,28.0
Andreas Linde,6.0,0.0,6.0,100.0,1.4,6.0,35.0,4.0,51.4,0.0,Greuther Fürth,28.0
Mark Flekken,10.0,4.0,6.0,60.0,2.9,12.0,38.0,5.0,52.6,0.0,Freiburg,28.0
Manuel Neuer,3.0,1.0,2.0,66.7,0.7,5.0,26.0,5.0,30.8,1.0,Bayern Munich,28.0
Gregor Kobel,5.0,4.0,1.0,20.0,2.6,3.0,22.0,4.0,18.2,2.0,Dortmund,28.0
Péter Gulácsi,2.0,1.0,1.0,50.0,0.6,6.0,34.0,9.0,44.1,2.0,RB Leipzig,28.0
Rafał Gikiewicz,5.0,0.0,5.0,100.0,1.0,9.0,32.0,5.0,71.9,1.0,Augsburg,28.0
Pavao Pervan,4.0,3.0,1.0,25.0,1.6,3.0,30.0,3.0,23.3,3.0,Wolfsburg,28.0
Yann Sommer,10.0,1.0,8.0,90.0,2.8,6.0,55.0,4.0,36.4,0.0,Mönchengladbach,28.0
Robin Zentner,7.0,1.0,6.0,85.7,1.2,3.0,40.0,6.0,45.0,3.0,Mainz 05,28.0
Rafał Gikiewicz,3.0,1.0,2.0,66.7,0.5,4.0,27.0,4.0,59.3,4.0,Augsburg,26.0
Robin Zentner,3.0,2.0,2.0,66.7,1.9,3.0,22.0,4.0,31.8,6.0,Mainz 05,26.0
Florian Müller,4.0,2.0,2.0,50.0,1.3,4.0,17.0,3.0,17.6,1.0,Stuttgart,29.0
Gregor Kobel,2.0,0.0,2.0,100.0,0.6,12.0,30.0,6.0,43.3,0.0,Dortmund,29.0
Manuel Neuer,1.0,0.0,1.0,100.0,0.0,10.0,36.0,4.0,27.8,1.0,Bayern Munich,29.0
Rafał Gikiewicz,3.0,1.0,3.0,100.0,1.9,4.0,22.0,2.0,54.5,1.0,Augsburg,29.0
Andreas Linde,5.0,2.0,4.0,80.0,2.3,3.0,39.0,5.0,23.1,1.0,Greuther Fürth,29.0
Yann Sommer,1.0,0.0,1.0,100.0,0.0,8.0,39.0,7.0,23.1,1.0,Mönchengladbach,29.0
Marvin Schwäbe,6.0,2.0,4.0,66.7,1.6,6.0,41.0,4.0,46.3,2.0,Köln,29.0
Robin Zentner,5.0,3.0,2.0,40.0,2.1,10.0,33.0,4.0,75.8,2.0,Mainz 05,29.0
Koen Casteels,3.0,0.0,3.0,100.0,0.3,9.0,27.0,4.0,40.7,0.0,Wolfsburg,29.0
Stefan Ortega,6.0,4.0,1.0,33.3,2.3,9.0,69.0,4.0,31.9,1.0,Arminia,29.0
Marcel Lotka,12.0,4.0,8.0,66.7,4.2,4.0,24.0,7.0,25.0,1.0,Hertha BSC,29.0
Frederik Rønnow,3.0,1.0,3.0,66.7,0.6,5.0,25.0,5.0,36.0,2.0,Union Berlin,29.0
Manuel Riemann,2.0,0.0,2.0,100.0,0.5,19.0,44.0,4.0,65.9,1.0,Bochum,29.0
Lukáš Hrádecký,2.0,0.0,2.0,100.0,1.0,1.0,36.0,7.0,30.6,0.0,Bayer Leverkusen,29.0
Kevin Trapp,4.0,2.0,2.0,50.0,1.2,4.0,29.0,5.0,44.8,0.0,Eintracht Frankfurt,29.0
Mark Flekken,5.0,1.0,4.0,80.0,0.7,13.0,46.0,3.0,60.9,2.0,Freiburg,29.0
Péter Gulácsi,0.0,0.0,0.0,0.0,0.0,4.0,49.0,8.0,24.5,2.0,RB Leipzig,29.0
Oliver Baumann,4.0,3.0,1.0,25.0,1.9,6.0,35.0,1.0,28.6,3.0,Hoffenheim,29.0
Gregor Kobel,4.0,1.0,3.0,75.0,1.4,0.0,15.0,3.0,20.0,0.0,Dortmund,30.0
Koen Casteels,8.0,6.0,2.0,25.0,3.7,5.0,20.0,3.0,35.0,0.0,Wolfsburg,30.0
Robin Zentner,3.0,0.0,3.0,100.0,0.7,3.0,26.0,5.0,46.2,4.0,Mainz 05,30.0
Florian Müller,0.0,0.0,0.0,0.0,0.0,5.0,29.0,6.0,24.1,1.0,Stuttgart,30.0
Mark Flekken,3.0,0.0,3.0,100.0,0.1,10.0,44.0,3.0,47.7,0.0,Freiburg,30.0
Manuel Riemann,8.0,3.0,5.0,62.5,2.6,15.0,43.0,3.0,60.5,1.0,Bochum,30.0
Rafał Gikiewicz,1.0,1.0,0.0,0.0,0.4,8.0,37.0,8.0,29.7,1.0,Augsburg,30.0
Marcel Lotka,1.0,0.0,1.0,100.0,0.6,13.0,33.0,3.0,69.7,0.0,Hertha BSC,30.0
Yann Sommer,6.0,3.0,3.0,50.0,2.8,10.0,57.0,6.0,45.6,0.0,Mönchengladbach,30.0
Marvin Schwäbe,5.0,1.0,4.0,80.0,0.9,6.0,37.0,4.0,32.4,0.0,Köln,30.0
Stefan Ortega,9.0,3.0,6.0,66.7,3.3,14.0,23.0,2.0,73.9,0.0,Arminia,30.0
Manuel Neuer,3.0,0.0,3.0,100.0,0.6,6.0,29.0,3.0,17.2,0.0,Bayern Munich,30.0
Frederik Rønnow,3.0,0.0,3.0,100.0,0.7,12.0,35.0,2.0,62.9,0.0,Union Berlin,30.0
Jens Grahl,4.0,2.0,2.0,50.0,0.7,2.0,19.0,5.0,10.5,0.0,Eintracht Frankfurt,30.0
Oliver Baumann,1.0,0.0,1.0,100.0,0.4,4.0,51.0,2.0,27.5,2.0,Hoffenheim,30.0
Andreas Linde,3.0,0.0,3.0,100.0,0.1,11.0,44.0,8.0,56.8,1.0,Greuther Fürth,30.0
Lukáš Hrádecký,1.0,1.0,0.0,0.0,0.6,6.0,27.0,5.0,25.9,0.0,Bayer Leverkusen,30.0
Péter Gulácsi,4.0,0.0,4.0,100.0,0.2,8.0,36.0,9.0,16.7,0.0,RB Leipzig,30.0
Koen Casteels,3.0,0.0,3.0,100.0,0.4,1.0,20.0,0.0,10.0,1.0,Wolfsburg,31.0
Robin Zentner,7.0,5.0,3.0,42.9,4.3,4.0,34.0,3.0,26.5,0.0,Mainz 05,31.0
Kevin Trapp,4.0,2.0,3.0,50.0,1.2,4.0,31.0,2.0,45.2,1.0,Eintracht Frankfurt,31.0
Oliver Baumann,8.0,2.0,6.0,75.0,2.2,6.0,41.0,7.0,24.4,1.0,Hoffenheim,31.0
Marvin Schwäbe,4.0,1.0,4.0,75.0,0.5,6.0,40.0,5.0,40.0,2.0,Köln,31.0
Stefan Ortega,6.0,3.0,3.0,50.0,3.0,11.0,27.0,1.0,55.6,2.0,Arminia,31.0
Mark Flekken,3.0,3.0,1.0,33.3,1.9,4.0,35.0,3.0,22.9,5.0,Freiburg,31.0
Yann Sommer,5.0,3.0,3.0,60.0,2.2,4.0,26.0,4.0,57.7,2.0,Mönchengladbach,31.0
Péter Gulácsi,4.0,2.0,2.0,50.0,1.2,6.0,24.0,7.0,25.0,0.0,RB Leipzig,31.0
Frederik Rønnow,1.0,1.0,0.0,0.0,0.7,7.0,33.0,3.0,39.4,1.0,Union Berlin,31.0
Andreas Linde,5.0,4.0,1.0,20.0,3.0,2.0,34.0,3.0,29.4,3.0,Greuther Fürth,31.0
Lukáš Hrádecký,3.0,1.0,2.0,66.7,0.9,7.0,31.0,4.0,35.5,1.0,Bayer Leverkusen,31.0
Manuel Neuer,2.0,1.0,2.0,100.0,1.6,11.0,56.0,10.0,44.6,0.0,Bayern Munich,31.0
Marwin Hitz,6.0,3.0,3.0,50.0,2.4,8.0,36.0,10.0,25.0,0.0,Dortmund,31.0
Manuel Riemann,4.0,2.0,3.0,75.0,1.9,23.0,51.0,5.0,62.7,7.0,Bochum,31.0
Rafał Gikiewicz,3.0,0.0,3.0,100.0,1.1,10.0,32.0,7.0,56.3,0.0,Augsburg,31.0
Marcel Lotka,5.0,0.0,5.0,100.0,0.2,8.0,32.0,7.0,68.8,0.0,Hertha BSC,31.0
Florian Müller,2.0,2.0,0.0,0.0,0.7,0.0,28.0,3.0,10.7,5.0,Stuttgart,31.0
Frederik Rønnow,2.0,1.0,1.0,50.0,0.3,8.0,23.0,5.0,56.5,0.0,Union Berlin,32.0
Andreas Linde,3.0,1.0,2.0,66.7,1.0,3.0,42.0,8.0,47.6,0.0,Greuther Fürth,32.0
Marwin Hitz,5.0,4.0,2.0,40.0,3.1,2.0,31.0,7.0,12.9,3.0,Dortmund,32.0
Manuel Riemann,7.0,3.0,6.0,85.7,4.6,22.0,38.0,2.0,68.4,2.0,Bochum,32.0
Florian Müller,5.0,1.0,4.0,80.0,1.3,1.0,24.0,3.0,8.3,1.0,Stuttgart,32.0
Koen Casteels,5.0,1.0,4.0,80.0,1.5,15.0,44.0,4.0,50.0,0.0,Wolfsburg,32.0
Stefan Ortega,5.0,1.0,4.0,80.0,1.3,22.0,77.0,6.0,37.7,2.0,Arminia,32.0
Marcel Lotka,1.0,1.0,0.0,0.0,0.1,10.0,32.0,8.0,53.1,0.0,Hertha BSC,32.0
Rafał Gikiewicz,6.0,4.0,3.0,50.0,4.1,8.0,24.0,5.0,66.7,1.0,Augsburg,32.0
Marvin Schwäbe,4.0,1.0,3.0,75.0,1.4,6.0,39.0,5.0,20.5,0.0,Köln,32.0
Robin Zentner,1.0,1.0,0.0,0.0,0.9,6.0,18.0,3.0,55.6,1.0,Mainz 05,32.0
Sven Ulreich,7.0,3.0,4.0,57.1,2.7,4.0,29.0,8.0,20.7,0.0,Bayern Munich,32.0
Oliver Baumann,5.0,4.0,1.0,20.0,2.4,4.0,34.0,3.0,23.5,1.0,Hoffenheim,32.0
Mark Flekken,7.0,3.0,4.0,57.1,1.5,15.0,43.0,5.0,53.5,1.0,Freiburg,32.0
Yann Sommer,7.0,1.0,5.0,85.7,2.6,7.0,44.0,9.0,31.8,1.0,Mönchengladbach,32.0
Péter Gulácsi,6.0,3.0,3.0,50.0,2.2,1.0,21.0,4.0,9.5,3.0,RB Leipzig,32.0
Lukáš Hrádecký,4.0,0.0,4.0,100.0,0.3,3.0,36.0,6.0,25.0,0.0,Bayer Leverkusen,32.0
Kevin Trapp,3.0,2.0,1.0,33.3,0.8,2.0,19.0,2.0,26.3,0.0,Eintracht Frankfurt,32.0
Manuel Riemann,4.0,1.0,3.0,75.0,0.3,22.0,66.0,6.0,60.6,5.0,Bochum,33.0
Stefan Ortega,9.0,2.0,7.0,77.8,2.6,11.0,48.0,1.0,43.8,0.0,Arminia,33.0
Oliver Baumann,8.0,4.0,4.0,50.0,3.7,7.0,29.0,3.0,55.2,0.0,Hoffenheim,33.0
Lukáš Hrádecký,5.0,2.0,3.0,60.0,1.9,8.0,35.0,7.0,40.0,0.0,Bayer Leverkusen,33.0
Marvin Schwäbe,2.0,1.0,1.0,50.0,1.0,4.0,34.0,4.0,11.8,0.0,Köln,33.0
Pavao Pervan,8.0,0.0,7.0,100.0,1.1,6.0,25.0,3.0,72.0,0.0,Wolfsburg,33.0
Andreas Linde,4.0,3.0,1.0,25.0,1.6,4.0,37.0,6.0,35.1,0.0,Greuther Fürth,33.0
Marwin Hitz,3.0,1.0,2.0,66.7,1.5,6.0,34.0,4.0,29.4,1.0,Dortmund,33.0
Mark Flekken,5.0,4.0,1.0,20.0,3.1,6.0,25.0,2.0,32.0,1.0,Freiburg,33.0
Andreas Luthe,3.0,1.0,2.0,66.7,0.7,11.0,23.0,2.0,78.3,0.0,Union Berlin,33.0
Marcel Lotka,5.0,2.0,3.0,60.0,0.9,7.0,18.0,3.0,72.2,1.0,Hertha BSC,33.0
Finn Dahmen,0.0,1.0,0.0,0.0,0.9,2.0,33.0,6.0,24.2,0.0,Mainz 05,33.0
Kevin Trapp,6.0,1.0,5.0,83.3,0.7,2.0,22.0,6.0,22.7,0.0,Eintracht Frankfurt,33.0
Tobias Sippel,3.0,1.0,2.0,66.7,0.1,8.0,42.0,4.0,28.6,0.0,Mönchengladbach,33.0
Manuel Neuer,5.0,2.0,3.0,60.0,1.5,5.0,45.0,7.0,15.6,2.0,Bayern Munich,33.0
Florian Müller,6.0,2.0,3.0,66.7,1.6,10.0,20.0,4.0,70.0,1.0,Stuttgart,33.0
Péter Gulácsi,1.0,0.0,1.0,100.0,0.4,4.0,38.0,5.0,15.8,2.0,RB Leipzig,33.0
Philipp Tschauner,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,0.0,RB Leipzig,33.0
Rafał Gikiewicz,7.0,4.0,4.0,57.1,3.8,4.0,22.0,3.0,22.7,0.0,Augsburg,33.0
Koen Casteels,7.0,2.0,5.0,71.4,1.6,14.0,37.0,8.0,40.5,0.0,Wolfsburg,34.0
Manuel Neuer,2.0,2.0,0.0,0.0,1.3,5.0,28.0,0.0,25.0,0.0,Bayern Munich,34.0
Christian Früchtl,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Bayern Munich,34.0
Florian Müller,2.0,1.0,1.0,50.0,0.9,6.0,15.0,6.0,33.3,0.0,Stuttgart,34.0
Marvin Schwäbe,11.0,2.0,8.0,81.8,3.2,4.0,56.0,7.0,23.2,3.0,Köln,34.0
Andrey Lunyov,2.0,1.0,1.0,50.0,1.0,4.0,43.0,5.0,11.6,2.0,Bayer Leverkusen,34.0
Mark Flekken,4.0,2.0,1.0,50.0,1.3,7.0,23.0,2.0,47.8,0.0,Freiburg,34.0
Roman Bürki,0.0,1.0,0.0,0.0,0.9,2.0,20.0,3.0,35.0,1.0,Dortmund,34.0
Marcel Lotka,1.0,2.0,0.0,0.0,1.6,7.0,25.0,2.0,88.0,1.0,Hertha BSC,34.0
Finn Dahmen,4.0,2.0,2.0,50.0,1.4,2.0,27.0,3.0,18.5,1.0,Mainz 05,34.0
Kevin Trapp,3.0,2.0,1.0,33.3,1.0,3.0,35.0,5.0,34.3,2.0,Eintracht Frankfurt,34.0
Yann Sommer,2.0,1.0,1.0,50.0,0.8,6.0,31.0,5.0,22.6,1.0,Mönchengladbach,34.0
Oliver Baumann,8.0,5.0,4.0,50.0,3.4,1.0,25.0,4.0,20.0,1.0,Hoffenheim,34.0
Andreas Luthe,3.0,2.0,1.0,33.3,0.9,8.0,41.0,4.0,61.0,1.0,Union Berlin,34.0
Michael Esser,10.0,3.0,8.0,80.0,2.5,7.0,40.0,3.0,37.5,1.0,Bochum,34.0
Rafał Gikiewicz,4.0,1.0,3.0,75.0,1.3,7.0,22.0,4.0,40.9,1.0,Augsburg,34.0
Sascha Burchert,2.0,2.0,1.0,50.0,1.2,6.0,44.0,3.0,56.8,2.0,Greuther Fürth,34.0
Stefan Ortega,10.0,1.0,9.0,90.0,2.4,13.0,63.0,9.0,38.1,0.0,Arminia,34.0
Péter Gulácsi,4.0,1.0,3.0,75.0,1.4,8.0,33.0,4.0,27.3,0.0,RB Leipzig,34.0
